datetime,NO2_BRINGELLY,NO2_CAMDEN,NO2_CAMPBELLTOWN_WEST,NO2_LIVERPOOL,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN WEST,OZONE_LIVERPOOL,OZONE_CAMPBELLTOWN,OZONE_ABERDEEN,OZONE_BULGA,OZONE_CAMBERWELL,OZONE_JERRYS PLAINS,OZONE_MAISON DIEU,OZONE_MERRIWA,OZONE_MOUNT THORLEY,OZONE_MUSWELLBROOK,OZONE_MUSWELLBROOK NW,OZONE_SINGLETON,OZONE_SINGLETON NW,OZONE_SINGLETON SOUTH,OZONE_WARKWORTH,OZONE_WYBONG,OZONE_BERESFIELD,OZONE_CARRINGTON,OZONE_MAYFIELD,OZONE_NEWCASTLE,OZONE_STOCKTON,OZONE_WALLSEND,OZONE_MORISSET,OZONE_WYONG,OZONE_ALBION PARK,OZONE_ALBION PARK RAIL,OZONE_ALBION PARK SOUTH,OZONE_KEMBLA GRANGE,OZONE_WARRAWONG,OZONE_WOLLONGONG,OZONE_BRADFIELD HIGHWAY,OZONE_ALBURY,OZONE_ARMIDALE,OZONE_BATHURST,OZONE_COFFS HARBOUR,OZONE_GOULBURN,OZONE_GUNNEDAH,OZONE_NARRABRI,OZONE_ORANGE,OZONE_PORT MACQUARIE,OZONE_TAMWORTH,OZONE_WAGGA WAGGA,OZONE_WAGGA WAGGA NORTH,OZONE_BARGO,OZONE_BLACKTOWN ,OZONE_CHULLORA,OZONE_COOK AND PHILLIP,OZONE_EARLWOOD,OZONE_LIDCOMBE,OZONE_LIDCOMBE (FORMER),OZONE_LINDFIELD,OZONE_LIVERPOOL,OZONE_MACARTHUR,OZONE_MACQUARIE PARK,OZONE_OAKDALE,OZONE_PARRAMATTA NORTH ,OZONE_PENRITH,OZONE_PROSPECT,OZONE_RANDWICK,OZONE_RICHMOND,OZONE_ROUSE HILL,OZONE_ROZELLE,OZONE_ST MARYS,OZONE_SYDNEY,OZONE_VINEYARD,OZONE_WOOLOOWARE,OZONE_ARMIDALE,OZONE_BOURKE,OZONE_BROKEN HILL,OZONE_BURONGA,OZONE_COBAR,OZONE_CONDOBOLIN,OZONE_COOMA,OZONE_COOMBAH,OZONE_COWRA,OZONE_DENILIQUIN,OZONE_DUBBO,OZONE_EUSTON,OZONE_GRAFTON,OZONE_GRIFFITH,OZONE_GUNNEDAH,OZONE_GUNNEDAH SOUTH EAST,OZONE_HAY,OZONE_HILLSTON,OZONE_IVANHOE,OZONE_JUNEE,OZONE_KYALITE,OZONE_LAKE VICTORIA,OZONE_LAMEROO,OZONE_LISMORE,OZONE_LODDON PLAINS,OZONE_MERIMBULA,OZONE_MOOLAWATANA,OZONE_MOREE,OZONE_NARRANDERA,OZONE_PARKES,OZONE_POONCARIE,OZONE_RAND,OZONE_TEMORA,OZONE_TIBOOBURRA,OZONE_WAGGA WAGGA NORTH,OZONE_WALGETT,OZONE_WALPEUP,OZONE_WERRIMULL,OZONE_WEST WYALONG,OZONE_WHITE CLIFFS,OZONE_WYCHEPROOF,OZONE_CAMMERAY,OZONE_CATARACT RFS,OZONE_KATOOMBA,OZONE_KURRAJONG HEIGHTS,OZONE_LIVERPOOL SWAQS,OZONE_PORT KEMBLA,OZONE_PORT KEMBLA STEELWORKS,OZONE_WENTWORTH FALLS,OZONE_KURRI KURRI,OZONE_BOWRAL,OZONE_BATEMANS BAY,OZONE_COFFS HARBOUR,OZONE_COFFS HARBOUR,OZONE_COOMA,OZONE_GRAFTON,OZONE_LISMORE,OZONE_MERIMBULA,OZONE_PORT MACQUARIE,OZONE_TAREE,OZONE_ULLADULLA,PM25_CAMDEN,PM25_LIVERPOOL,PM25_BRINGELLY,WDR_BRINGELLY,WDR_CAMDEN,WDR_CAMPBELLTOWN_WEST,WDR_LIVERPOOL,WSP_BRINGELLY,WSP_CAMDEN,WSP_CAMPBELLTOWN_WEST,WSP_LIVERPOOL,hour,season_number,forecast_hours,PM25_ABERDEEN,PM25_BULGA,PM25_CAMBERWELL,PM25_JERRYS PLAINS,PM25_MAISON DIEU,PM25_MERRIWA,PM25_MOUNT THORLEY,PM25_MUSWELLBROOK,PM25_MUSWELLBROOK NW,PM25_SINGLETON,PM25_SINGLETON NW,PM25_SINGLETON SOUTH,PM25_WARKWORTH,PM25_WYBONG,PM25_BERESFIELD,PM25_CARRINGTON,PM25_MAYFIELD,PM25_NEWCASTLE,PM25_STOCKTON,PM25_WALLSEND,PM25_MORISSET,PM25_WYONG,PM25_ALBION PARK,PM25_ALBION PARK RAIL,PM25_ALBION PARK SOUTH,PM25_KEMBLA GRANGE,PM25_WARRAWONG,PM25_WOLLONGONG,PM25_BRADFIELD HIGHWAY,PM25_ALBURY,PM25_ARMIDALE,PM25_BATHURST,PM25_COFFS HARBOUR,PM25_GOULBURN,PM25_GUNNEDAH,PM25_NARRABRI,PM25_ORANGE,PM25_PORT MACQUARIE,PM25_TAMWORTH,PM25_WAGGA WAGGA,PM25_WAGGA WAGGA NORTH,PM25_BARGO,PM25_BLACKTOWN ,PM25_BRINGELLY,PM25_CAMDEN,PM25_CAMPBELLTOWN,PM25_CAMPBELLTOWN WEST,PM25_CHULLORA,PM25_COOK AND PHILLIP,PM25_EARLWOOD,PM25_LIDCOMBE,PM25_LIDCOMBE (FORMER),PM25_LINDFIELD,PM25_LIVERPOOL,PM25_MACARTHUR,PM25_MACQUARIE PARK,PM25_OAKDALE,PM25_PARRAMATTA NORTH ,PM25_PENRITH,PM25_PROSPECT,PM25_RANDWICK,PM25_RICHMOND,PM25_ROUSE HILL,PM25_ROZELLE,PM25_ST MARYS,PM25_SYDNEY,PM25_VINEYARD,PM25_WOOLOOWARE,PM25_ARMIDALE,PM25_BOURKE,PM25_BROKEN HILL,PM25_BURONGA,PM25_COBAR,PM25_CONDOBOLIN,PM25_COOMA,PM25_COOMBAH,PM25_COWRA,PM25_DENILIQUIN,PM25_DUBBO,PM25_EUSTON,PM25_GRAFTON,PM25_GRIFFITH,PM25_GUNNEDAH,PM25_GUNNEDAH SOUTH EAST,PM25_HAY,PM25_HILLSTON,PM25_IVANHOE,PM25_JUNEE,PM25_KYALITE,PM25_LAKE VICTORIA,PM25_LAMEROO,PM25_LISMORE,PM25_LODDON PLAINS,PM25_MERIMBULA,PM25_MOOLAWATANA,PM25_MOREE,PM25_NARRANDERA,PM25_PARKES,PM25_POONCARIE,PM25_RAND,PM25_TEMORA,PM25_TIBOOBURRA,PM25_WAGGA WAGGA NORTH,PM25_WALGETT,PM25_WALPEUP,PM25_WERRIMULL,PM25_WEST WYALONG,PM25_WHITE CLIFFS,PM25_WYCHEPROOF,PM25_CAMMERAY,PM25_CATARACT RFS,PM25_KATOOMBA,PM25_KURRAJONG HEIGHTS,PM25_LIVERPOOL SWAQS,PM25_PORT KEMBLA,PM25_PORT KEMBLA STEELWORKS,PM25_WENTWORTH FALLS,PM25_KURRI KURRI,PM25_BOWRAL,PM25_BATEMANS BAY,PM25_COFFS HARBOUR,PM25_COFFS HARBOUR,PM25_COOMA,PM25_GRAFTON,PM25_LISMORE,PM25_MERIMBULA,PM25_PORT MACQUARIE,PM25_TAREE,PM25_ULLADULLA
2019-01-01 19:00:00+10:00,,,,,1.772087812,1.994626284,1.395570755,1.520570397,1.3255,4.4171,1.4721,3.3127,5.4916,4.7295,5.734,1.2546,2.0173,2.9459,2.4563,3.5038,5.3538,4.5533,5.4583,3.9588,3.9072,4.5836,2.1511,5.5599,1.7988,6.0938,3.7042,4.968,5.1826,5.4831,5.5459,4.9615,3.1715,1.9074,3.0172,2.1566,5.8641,5.9895,1.0651,0.7711,0.4937,2.3562,3.9996,5.6652,1.215,3.43,4.862,5.4855,5.0267,2.004,4.345,3.9441,5.2281,4.8088,2.8349,0.2,2.6354,3.7766,6.0771,1.4202,5.9092,3.0521,5.0637,4.51,2.9277,4.6573,1.3071,5.6314,4.0191,4.4446,0.3481,3.9986,5.1165,4.1605,2.7979,5.5623,3.481,2.316,5.722,4.5926,4.7507,5.0331,5.5607,5.6845,1.4161,1.3069,3.6405,4.8966,3.3265,0.9722,1.8816,4.7223,2.3099,5.9574,0.9263,4.8976,4.6238,3.0046,0.9722,4.8722,1.4091,2.0108,4.1238,4.1355,4.0456,2.4349,5.9887,0.8169,3.8889,5.6992,5.4505,1.4838,0.7987,3.6006,2.9302,1.8286,3.1737,2.5854,4.8331,3.7463,3.2656,1.8479,3.7026,2.5335,4.4647,4.8004,4.7208,0.3381,5.2911,2.7324,1.8156,0.7176,5.5974,,,,,,,,,,,9,17,3,11,14,14,23,16,8,6,17,11,3,10,3,15,24,23,15,12,3,23,8,3,11,3,22,23,22,5,17,22,5,19,13,2,16,16,2,20,8,9,19,12,22,9,25,19,20,24,10,24,18,18,11,14,19,4,2,13,11,15,10,22,6,11,10,9,14,20,6,11,11,2,5,4,21,25,16,11,20,15,20,7,10,7,23,3,16,2,16,25,4,15,16,7,11,14,11,5,5,15,8,11,17,13,2,8,4,12,22,21,25,2,13,14,6,18,9,23,11,19,22,17,2,2,5,20,9,5
2019-01-01 20:00:00+10:00,,,,,1.758706808,1.97355175,1.391000748,1.536314368,0.2534,0.9169,5.5569,3.4299,2.0911,3.9031,0.8496,4.7892,3.2468,2.3011,1.2634,1.7289,3.8886,0.8998,2.73,1.0524,5.5672,6.0493,6.0451,5.2624,2.3556,4.6646,5.566,5.1006,5.1904,1.9693,4.3223,3.0706,4.6326,4.3146,1.1641,0.4574,4.2801,0.4728,0.8773,4.5817,3.8732,5.9883,2.8184,5.2967,2.5856,4.1879,4.8297,3.633,2.0981,3.5724,6.0709,2.7769,4.3693,2.0938,2.2274,2.0312,5.0998,0.5208,5.767,0.977,4.7098,2.9896,5.4581,4.8288,3.924,0.7228,2.3397,3.2537,5.8483,5.9847,3.0446,2.912,3.6942,4.7314,5.5744,4.0766,4.5649,3.6753,5.2601,3.5709,4.0354,2.74,4.4688,0.3992,2.2266,0.1582,4.1895,1.6825,2.5429,0.1341,5.3451,4.468,1.3052,2.9313,0.9248,1.0295,5.9707,0.7315,2.5308,1.3486,3.2893,1.3074,1.0997,4.5259,3.9568,0.4189,5.9089,2.8583,3.3731,5.6517,1.4841,4.0325,4.4185,4.8747,3.9908,1.8985,1.6181,2.7422,0.1657,2.8888,5.1659,1.0916,1.4217,2.7389,1.2194,2.7595,3.3677,2.6574,0.2396,2.1492,0.1745,2.4257,0.3723,,,,,,,,,,,10,5,20,20,13,17,4,6,2,10,18,13,4,15,23,3,12,11,15,23,6,4,5,23,12,25,13,24,7,22,8,16,13,15,8,12,2,23,20,19,19,20,11,3,6,4,12,13,21,3,9,17,15,12,14,10,22,22,21,18,17,18,20,18,22,11,18,11,25,16,25,9,11,5,9,14,21,3,13,14,7,23,21,5,22,2,24,23,22,21,6,22,19,14,23,17,1,24,6,6,7,13,24,8,19,8,12,13,19,22,8,3,6,4,10,17,20,23,13,23,12,3,7,23,19,19,16,18,8,20
2019-01-01 21:00:00+10:00,,,,,1.877039552,1.971852779,1.42870152,1.52179265,0.2062,0.4159,3.2285,2.141,5.276,2.5772,5.4825,3.5378,1.6647,0.6507,1.1092,1.9195,2.4379,4.9842,0.7194,2.3096,5.6821,4.6385,6.0147,3.4039,2.165,4.1979,3.0281,4.7607,2.4951,3.9583,3.4352,4.6972,5.3094,2.2151,0.4053,2.7628,4.4874,5.014,0.5088,4.1286,4.5868,5.4651,1.9449,1.008,2.871,4.9567,4.2466,3.7263,5.4531,4.1086,2.8025,3.7025,4.5859,4.4592,5.227,2.7163,2.0222,0.3585,1.6388,0.8896,5.207,2.397,0.4516,4.9296,1.1325,4.0778,5.8156,2.5961,0.449,0.343,4.2016,4.3829,2.3035,2.6635,5.1833,4.4423,4.756,5.345,4.5719,3.3241,5.4262,0.8676,5.1636,3.2063,3.3569,0.831,3.953,0.598,4.5061,3.8073,3.5492,4.6505,5.4858,4.7126,1.3907,3.3833,0.35,5.8583,4.2957,4.3732,5.1657,1.7261,0.6366,1.0301,0.9999,0.9437,2.3834,3.4916,5.1163,3.0673,3.0324,5.3661,5.5884,1.9453,3.5023,5.8522,3.0843,0.1374,3.8993,0.6325,5.5972,0.5391,1.4773,2.9293,0.2085,0.3609,1.8467,2.7815,4.3273,3.7381,0.8817,5.0696,4.0335,,,,,,,,,,,11,11,11,21,10,15,15,4,22,15,15,12,11,9,3,24,11,4,12,21,16,16,6,16,6,13,20,6,5,20,3,1,5,24,18,15,19,3,7,18,14,14,13,17,23,12,15,19,4,23,4,2,19,19,25,2,15,17,2,24,14,19,20,2,14,8,16,24,24,14,9,16,11,14,22,17,8,24,22,25,14,12,17,20,7,13,13,20,16,16,25,18,8,16,25,17,11,22,7,15,24,12,12,21,17,2,15,2,17,16,17,9,4,11,12,21,8,5,10,9,22,7,8,24,16,2,8,13,24,11
2019-01-01 22:00:00+10:00,,,,,1.775855184,1.987890124,1.369533777,1.548630595,0.8392,2.25,0.6912,5.0302,0.4913,5.2295,5.4891,3.025,5.6116,0.3577,4.0331,5.27,1.8794,0.6704,5.9433,1.388,2.0083,0.3143,4.9376,5.0813,0.7339,5.6513,5.552,0.7379,2.2394,5.0661,5.8903,0.9879,2.0617,2.6938,2.7832,2.8818,0.7438,0.7123,0.619,3.4128,2.3764,5.7047,3.8857,1.9454,0.1897,2.6575,0.9117,1.5303,1.3561,1.934,2.8799,3.1393,3.1356,3.9804,1.2176,3.9158,4.3458,4.7736,1.7807,3.2579,5.7742,0.1756,0.6898,4.382,3.2064,1.8787,2.0472,4.4031,5.2158,5.3906,1.4308,1.1702,0.6879,4.5595,0.2978,2.6897,0.6482,5.6057,3.7748,1.8886,1.9818,2.4339,4.7453,1.0772,4.9892,3.2162,1.3994,2.103,2.5233,2.9247,1.5819,2.0147,4.5452,5.3829,0.155,2.6424,0.4175,2.8905,0.7632,5.345,5.1678,0.1695,3.8754,1.2244,2.0571,4.6835,4.4309,1.7946,6.0595,3.3464,5.6203,0.5236,5.3516,5.1788,4.2905,3.919,5.3898,0.6221,3.9931,3.4749,3.4302,0.7261,2.5666,2.3402,3.1317,3.4696,0.2038,0.7708,0.9855,0.4086,3.4305,4.1447,0.6191,,,,,,,,,,,12,4,3,6,23,11,21,24,14,15,7,23,8,16,20,25,18,7,23,9,22,6,21,18,2,5,18,24,13,8,11,21,14,13,4,13,8,21,2,18,5,24,22,21,14,21,4,24,21,3,10,7,1,2,5,8,12,8,11,22,5,18,24,12,21,19,6,24,23,8,6,15,18,11,18,25,25,4,1,25,6,24,2,2,14,21,21,19,4,3,16,13,17,13,18,24,3,15,18,25,18,8,21,7,13,22,6,2,18,22,9,20,2,8,1,8,3,2,16,5,13,21,11,5,9,10,23,6,20,6
2019-01-01 23:00:00+10:00,,,,,1.813740134,1.948782921,1.440794587,1.472431183,0.6543,1.6502,3.2798,3.6718,5.2666,4.2594,2.9813,4.8852,4.2623,1.4925,2.0058,4.9335,2.3861,3.7082,5.5872,5.3055,2.3502,0.6417,1.7739,3.1001,2.8445,3.9077,3.0227,0.8166,3.0277,4.6222,0.5595,5.7496,1.5568,4.7442,2.0292,3.8794,3.6113,6.0437,4.9867,1.7289,4.8966,5.5149,0.3208,2.6352,5.6364,0.1651,5.2074,4.9121,2.7234,0.9985,5.8386,2.5865,0.4848,3.0809,1.6231,1.6965,4.7361,4.8049,4.4035,4.5023,3.8711,6.0125,0.1869,5.3665,3.9982,3.4794,5.4502,5.7857,0.3329,3.4428,1.4399,4.0018,3.7591,2.6231,4.1951,0.8491,0.6762,2.7481,1.3437,5.2157,3.3733,4.0499,3.6704,4.695,0.8157,1.8182,1.4329,0.6481,5.7688,2.0103,1.5773,5.6061,1.7762,4.4269,4.5521,3.5298,0.6033,1.69,3.2356,2.118,4.9693,3.8378,0.5067,0.3277,5.9476,2.3919,4.5638,1.5178,5.9395,5.7151,0.5897,4.3596,5.5,1.9486,0.3678,3.0348,5.7166,2.5648,2.2747,5.9439,1.0107,2.627,5.1738,3.5916,5.2054,3.9081,4.4446,3.9872,2.3054,0.239,4.9948,3.4971,1.969,,,,,,,,,,,13,3,2,8,21,19,4,1,7,23,24,7,7,18,20,20,4,21,4,14,13,23,21,18,14,4,1,13,3,14,8,5,3,11,22,5,20,12,8,20,21,16,6,21,10,17,3,5,1,17,4,17,17,18,19,10,13,6,16,4,6,23,17,22,24,19,4,17,7,7,22,14,4,7,23,5,14,21,15,17,8,2,22,8,3,25,6,22,2,4,7,16,19,16,13,11,5,10,4,22,6,14,17,7,13,17,19,6,16,5,22,9,2,23,25,3,24,11,21,19,11,17,9,7,24,22,22,8,14,14
2019-01-02 00:00:00+10:00,,,,,1.818159461,1.999818325,1.489003181,1.568069339,1.7422,4.9634,0.647,0.7867,5.1953,2.2977,2.9374,5.2939,4.5636,4.2336,3.2526,2.2753,3.0018,3.5665,4.2368,2.3613,2.6246,1.6134,6.0184,1.3093,1.2318,1.7004,0.1546,4.1944,2.5376,4.5159,5.5995,0.5258,2.609,0.596,0.8616,4.9992,5.7845,4.2392,3.4547,5.9061,2.3829,3.7403,5.479,2.0124,0.5911,2.5335,1.8402,2.4799,2.725,0.6158,1.6635,1.8736,1.063,2.5184,5.0906,3.382,0.9658,2.7369,2.5946,0.5095,4.3004,2.9478,2.4151,5.3205,0.6589,0.2673,0.6206,1.5595,0.7158,4.3563,1.459,2.7558,4.5359,4.7689,2.4347,0.1836,5.9593,1.499,2.4129,0.5233,0.9243,2.4266,3.2661,3.6765,0.953,2.4203,1.1967,3.6942,3.0826,3.8339,1.6249,2.4455,4.8555,4.8691,1.2338,0.6216,5.9634,1.8555,1.2718,1.0422,3.7508,3.7756,1.6563,4.8616,3.3358,2.7117,1.744,4.109,2.1856,4.0894,4.2233,5.66,5.1335,0.2702,2.3611,4.1262,4.1989,4.6202,1.6855,1.9323,0.8267,4.1249,0.9664,0.1634,4.7145,3.8814,4.0138,5.8267,0.3206,1.3096,4.8529,1.2792,5.3895,,,,,,,,,,,14,15,8,18,19,8,22,9,11,1,3,3,17,3,8,18,16,6,18,24,11,6,14,15,19,11,19,9,6,12,12,8,14,19,19,23,23,15,22,6,17,18,17,2,9,2,14,1,2,11,19,18,21,21,14,10,12,6,11,10,1,18,22,7,2,13,18,7,3,12,16,19,15,19,17,4,7,20,16,18,21,19,14,4,8,18,23,5,8,15,22,3,2,18,10,8,12,14,3,2,19,6,19,5,6,23,18,4,25,16,24,5,10,22,14,3,22,20,8,9,17,11,19,17,16,11,16,16,14,9
2019-01-02 01:00:00+10:00,,,,,1.783525944,1.998910666,1.444278359,1.534065485,1.7371,3.6399,5.0118,3.319,3.0429,4.8016,2.7607,4.5065,3.6114,5.6676,3.4025,1.8608,0.3095,1.2166,5.7014,5.6989,5.3482,2.4407,3.0041,3.5142,1.3056,0.9427,2.4014,5.158,4.5389,2.4357,4.6877,3.4029,4.5659,2.3694,0.1418,3.8548,4.6566,1.7211,0.1773,5.3631,4.298,3.4238,5.9557,3.6546,5.6618,4.9219,1.6297,2.2241,0.5791,3.8665,2.7657,1.9736,3.7503,0.9205,0.2289,4.341,2.3755,4.2252,2.6565,0.9554,4.7973,1.7587,5.4403,1.7754,2.4658,4.28,1.4494,1.862,0.2845,0.515,3.3147,6.0606,1.6183,5.1424,5.2901,2.6401,5.9974,3.5085,3.4142,1.4106,4.0048,5.656,2.525,0.6959,2.6079,0.8267,3.1111,5.1799,2.0375,3.2286,3.4262,4.7719,2.1655,2.9695,4.5304,0.2754,4.8824,3.3637,3.2776,6.0465,3.6944,6.0384,5.5014,5.3204,5.8084,3.1068,1.3073,3.7789,4.7242,3.7824,2.3419,4.5971,5.309,5.7561,3.9384,0.5415,5.4875,5.421,2.5867,4.6308,0.1326,1.3168,3.139,2.1079,4.5966,2.4979,2.8859,2.4106,1.1811,2.8012,6.0238,0.6218,4.8855,,,,,,,,,,,15,14,12,6,12,19,25,4,9,18,14,17,19,4,13,12,23,25,16,10,6,16,17,6,18,13,24,16,3,8,3,9,25,7,17,24,5,13,12,9,15,3,21,18,12,2,13,18,23,2,25,5,23,3,12,2,2,2,21,22,9,21,9,6,23,20,19,8,19,23,18,19,17,15,4,12,18,22,4,20,14,10,23,20,20,19,10,18,11,10,10,18,15,10,13,13,7,24,13,1,17,7,7,7,15,8,15,12,1,8,21,17,12,22,2,16,1,2,1,5,2,8,19,23,22,2,2,2,17,4
2019-01-02 02:00:00+10:00,,,,,1.768738508,1.973225236,1.411161184,1.523514271,2.0523,4.2559,5.2519,4.6569,1.7414,2.4596,0.1369,3.7329,1.7402,1.5814,4.8419,5.6541,0.5031,3.2987,3.9852,2.5885,5.3704,2.5927,1.071,1.93,2.327,1.5523,3.5045,2.2749,3.5461,1.623,4.7699,1.0962,3.3298,3.7836,1.5885,0.2829,5.5171,1.856,2.381,5.2311,0.4903,0.3628,0.9594,4.7085,3.1245,3.8748,0.2753,0.343,3.6499,4.076,1.2826,4.35,3.7079,4.3892,1.706,5.9774,2.0345,4.5758,2.7917,4.8381,5.2007,5.7307,0.4425,4.4659,0.7928,2.6977,1.7829,1.0611,2.8497,5.5813,3.3024,5.7689,1.9005,1.1196,1.9933,3.1472,1.0198,1.2028,2.7608,1.1573,1.6923,1.9163,2.7221,0.8741,4.2682,4.4502,3.2537,3.5936,3.1318,3.3075,2.8091,2.4596,2.5781,1.3687,3.4934,1.4343,2.5623,4.7736,0.6228,4.7436,2.8148,2.5837,2.5897,3.6141,2.0975,2.6336,2.0789,3.6136,3.1282,4.742,5.7491,2.2412,1.6503,1.8961,0.8987,3.4123,1.0275,4.5906,5.5933,4.2182,0.7114,4.232,4.696,2.9208,1.3198,5.709,4.1448,2.2137,3.3842,5.843,4.954,0.2389,5.2249,,,,,,,,,,,16,23,23,21,24,3,3,7,8,3,7,22,6,24,13,5,17,13,14,16,6,17,24,8,4,5,9,5,22,7,5,2,22,13,25,3,13,4,12,7,15,24,5,12,7,4,1,3,18,14,13,25,18,16,4,25,9,10,12,6,16,15,22,24,19,3,19,22,10,11,19,24,24,8,16,5,17,1,24,9,14,21,2,17,16,4,17,23,23,13,4,15,4,1,20,6,20,14,12,20,22,8,16,1,19,10,18,19,9,7,19,22,6,8,5,9,3,23,19,24,22,2,20,13,17,13,6,24,18,16
2019-01-02 03:00:00+10:00,,,,,1.782364368,1.987801194,1.453393579,1.501056552,0.4943,3.4428,1.5255,0.8031,5.9527,4.9672,5.5106,0.2387,2.4697,0.59,2.1164,4.594,1.6589,5.8305,2.2295,4.2785,5.2659,0.1489,4.5094,3.012,1.3636,5.9449,5.9466,2.2347,2.1905,1.2706,4.5435,2.198,3.8491,1.895,2.6762,4.7841,3.3144,1.8142,0.7719,2.1545,5.1888,1.1683,4.7151,3.0909,4.1863,3.1429,5.265,0.2156,2.4125,1.2371,0.7032,0.1476,2.4133,3.8757,1.1513,2.8114,2.5106,3.5573,5.7664,5.4749,5.6117,1.6971,0.881,0.5362,4.5208,5.2399,3.2067,4.8406,3.2163,1.0684,4.3168,4.271,0.7687,2.814,4.2481,1.9543,0.8207,5.8462,1.4643,3.7908,2.3358,5.6517,0.6568,3.3222,2.0471,0.5924,1.1362,1.3853,3.4573,4.426,2.5683,5.6919,0.3111,4.7467,3.3742,5.1376,1.2559,0.7823,2.484,2.3289,2.4258,4.92,4.5744,1.5455,0.8681,5.7572,2.4844,0.7078,2.6707,1.9412,1.9512,4.6632,0.3426,5.3122,5.3399,5.5847,3.4887,1.4157,0.5998,0.7471,4.9626,5.2535,3.7172,4.9058,3.6152,4.4046,2.1968,2.5967,2.9843,1.7035,2.7944,3.8701,0.813,,,,,,,,,,,17,2,20,11,22,24,20,16,22,22,2,5,21,10,17,5,3,23,21,19,8,16,17,17,7,24,25,11,7,13,20,11,5,18,12,9,7,16,12,22,4,16,23,6,2,12,7,4,10,13,6,19,4,2,25,13,19,7,8,11,7,23,19,16,19,8,23,13,9,10,25,7,22,17,3,23,25,3,18,4,4,11,6,6,4,23,2,4,22,13,7,5,5,13,23,5,22,13,7,4,10,9,4,7,8,4,24,4,11,13,14,13,16,23,15,18,14,21,2,17,4,1,19,18,3,24,25,8,11,24
2019-01-02 04:00:00+10:00,,,,,1.813787222,1.964722991,1.401027441,1.53444159,3.3685,1.0353,2.1648,1.8324,4.6397,2.5913,2.4022,0.6527,1.3336,1.0839,5.5783,5.6044,0.4158,4.9782,3.4313,5.4485,4.6989,2.0922,3.1047,3.8408,1.6291,1.6758,1.0273,1.7811,1.2285,2.0262,4.9763,4.133,4.6991,4.6766,1.7079,3.6922,0.4794,5.2262,2.0647,1.2921,1.8371,3.4822,4.3695,5.1639,5.7298,4.9291,0.5229,0.4614,5.7746,5.6327,4.1228,5.8511,1.6151,0.4185,3.5873,3.3184,2.097,5.4253,2.9768,1.8557,0.8872,4.2076,1.7843,5.2994,2.0916,1.5161,2.2061,0.3038,5.0098,0.5596,1.0618,3.9859,2.1344,5.2569,5.0225,3.944,3.431,1.3931,2.7938,0.2333,3.4045,2.4225,3.0973,3.9205,5.8752,1.5732,5.0172,3.4182,5.5338,1.3482,4.56,0.6808,0.1023,4.6956,2.8982,4.5747,5.9724,5.8452,3.2728,3.888,4.1603,5.0472,3.9184,0.5952,2.1433,0.9696,5.8198,1.278,2.8024,2.2266,4.461,5.7857,0.3922,4.4498,0.4446,6.0088,4.1626,2.235,0.3078,1.3211,0.2502,5.0881,3.5319,2.7136,5.7223,4.0942,2.5888,1.7698,0.8187,5.7881,2.9002,3.4033,1.1593,,,,,,,,,,,18,18,3,16,22,3,22,22,17,22,22,24,19,4,21,22,18,22,5,4,25,22,2,6,21,6,13,4,19,13,16,7,18,21,13,14,21,5,18,14,21,24,5,24,20,11,4,4,21,22,16,14,9,2,17,11,18,9,12,22,7,20,3,20,12,11,18,12,6,13,25,19,15,20,9,11,21,12,18,11,11,15,3,3,20,12,12,12,5,24,3,17,4,14,14,23,5,2,24,22,20,24,20,5,8,24,22,25,16,20,11,23,2,20,6,20,13,12,20,2,13,9,9,5,7,5,17,4,8,9
